"","title","company","location","desc","ind","jobtype","industry_clean","highest_edu","lon","lat"
"383","Lead Data Engineer","Wallaby Financial","Pasadena, CA","Job description
                    
About the Role:
Own and drive complex technical projects from the planning stage through execution
Work as hands-on data modeler and ad-hoc data analyst when needed
Work on data access APIs and server-to-server batch transmissions
Work to produce regular automated reports on complex and disparate data sets
Work with DBAs and DevOps to ensure proper scaling and monitoring of various data stores
Skills & Requirements
About You:
At least 4 years experience building complex back-end data systems with at least two years of focus on modern open source NoSQL technologies (Redis and Hadoop a plus)
At least 4 years experience with Java or similar object-oriented language
Extensive use of Open Source software
Experience with schema modeling and large-scale migrations of databases
Experience with APIs and caching paradigms for CRUD queries at scale to abstract a service layer from its underlying DAO/DB (Spring, Hibernate, Memcache a plus)
Experience with large scale logfile aggregation and analysis for trends, errors, and data insights
Experience with data pipelines from raw logs through continuous processing to visual reports
Experience with virtual cloud automation (AWS, Chef, Docker, etc.)
Experience collaborating with Operations teams to ship large-scale data solutions
Solid understanding of DevOps philosophy
Solid understanding of the data and operational complexities around consistency, job monitoring, failover, and archive retention.
Roots in technology, working on development teams
Experience working within an agile environment
Strong written and verbal communication skills

                ",1,"data science","Finance","bachelor",-118.1445155,34.1477849
"384","Senior Web Developer","C8Sciences","New Haven, CT","Job description
                    
Job Description
As a Senior Software Developer at C8 Sciences you will be an important member of the R&D team working closely with the Data Science team, Operations and Development to continue to evolve the C8 Sciences ACTIVATE platform. 
Responsibilities
Implement new features based on specifications to customer Portals (C#/MVC/JavaScript/Bootstrap/Knockout.js, etc.…)
Troubleshoot and maintain existing customer Portals (C#/MVC/JavaScript/Bootstrap/Knockout.js, etc.…)
Create and maintain data models to support reporting and analytical needs of the customer portals and to clinical research. (SQL, MongoDB, ETL)
Create, based on specifications, and maintain reports (RDLCs, SSRS)
Maintain SQL Server and MongoDB servers including scheme changes, backups and migrations.
Assist with flushing out new specifications along with the rest of the R&D.
Provide IT support for operations. (Office 365, Recurly, Slack, AWS, etc.…)
Provide customer support (Bugs fixes, feature requests, performances issues, etc.….)
Research and strategize the evolution the ACTIVATE platform and provide insight to the R&D team what needs to be done to take it forward.
Skills & Requirements
5+ years developing production web applications including C#, ASP.NET MVC and or other web front end technologies
5+ years working with RDMS systems like SQL Server (Including maintaining and writing stored procedures, database modeling and query performance tuning)
Experienced with NoSQL databases like MongoDB a plus
Experienced working in a Cloud environment like AWS or Azure or willingness to learn.
Experienced with REST or WCF Web services
Experienced using messaging and message patterns (SQS, MSMQ, PUB SUB)
Technologies
AWS (RDS, SQS, SES, EC2, S3)
Azure(Web Apps, Web Jobs, SQL databases, Storage)
Front End (ASP.NET MVC, Knockout.js, Bootstrap, C3.js, JQuery, WPF)
3rd Party Services (Recurly, Sentry, OpsGenie, MongoDB Cloud, Office 365, Slack, GitHub, Braintree)
Languages (C#, Javascript, T-SQL)
Middle Tier (WCF, ASP.NET MVC)
Reporting (SSRS, RDLC, PowerBI)
Back End(Akka.net, Dapper, Simple.Data, ADO.NET, MongoDB, SQL Server, Top Shelf)
Source Control (TFS, git)
IDEs (Visual Studio 2012,2013,2015,2017)
C8 Sciences is on the leading edge of leveraging technology to help build and enhance cognitive development of focus, self-control and memory through the miracles of neural plasticity.  School age children, a growing workforce and even aging adults are all currently benefiting from C8 Science technology and now is time to get in on the ground floor of this exciting new chapter in the application of computer science.                    
                ",1,"data science","Education","bachelor",-72.9278835,41.308274
"385","Backend Engineer","Gigantum","Washington, DC","Job description
                    
Gigantum is an early stage startup building an open-source software platform to enable reproducible, collaborative, and extensible science. We are looking for science-friendly software engineers that want to develop beautiful software with the latest tools.
Specifically, we are looking for a creative backend engineer that can help us create a scalable and robust data science platform that will change how science is done.
Responsibilities include:
Developing and maintaining mid-to-large scale software systems
Creating automation tools for deploying, testing, and managing distributed systems
Adhering to coding standards and style guides, and striving for high test coverage
Working on a team in an agile development process to deliver product on deadlines
We are looking for developers with:
Experience developing backend web applications and APIs (i.e. REST, GraphQL)
Expertise with Docker and container orchestration tools (e.g. Kubernetes)
Experience with build systems and configuration management (e.g. Git, Jenkins, CircleCI)
Experience developing and managing applications on AWS and other commercial cloud platforms
Experience developing software in a Linux environment
Expected hours: Full time, with brief periods of increased intensity around the dates of major deliverables. Flexible work schedule.
Interested? Send an email (and a resume) to jobs@gigantum.io.                    
                ",1,"data science","Education","bachelor",-77.0368707,38.9071923
"386","Big Data - DBA (Database Administrator)","Spherexx","Tulsa, OK","Job description
                    
Term:  This is a full-time in-house administrator position.  This is not a consulting, contractor, or remote position.
Project Scope:  Architect a database structure for an ever-growing number of 3rd party vendors feeding data to us.   We need a strategy to store daily, weekly monthly, quarterly, annual data sets so we can quickly present this compiled data in historical trending charts including things like quarter over quarter, year over year data.  We also want to cross-pollinate this disparate data to help our clients see the correlations between these different 3rd party vendor data.  Serving up all these different silos of data to quickly render into charts requires a data delivery strategy we need our consultant to devise for us.  You’ll be in charge of building this strategy from ground zero and we will not be keeping any processes we are currently using.
 Requirements For Experience:  Hands on recent projects showing proof of the skill sets we need to guide us through big data expansion.  Proven examples of strategy building from the ground up on a proven big data platform.  In other words, we don’t’ want our projects to be your virgin voyage.
You will co-engineer sustainable solutions with our data science team to build big data models thinking proactively to scale ahead, integrated with a provisioned infrastructure to serve data via APIs and streams to integrate analytics with product platforms.  You will help architect, design and build a data pipeline that serves hundreds of thousands of data points.  We will be utilizing shared services on the AZURE platform unless you have a different recommendation.
Requirements
3-4 years of experience administering database technologies (i.e., SQL Server, Postgres, Oracle, etc)Proficient in designing efficient ETL workflows.
Extreme programming fluency with one or more of the following languages Java, Scala, R, Python.Leverage data processing technologies like Hadoop, Kafka, Presto, Spark, Cassandra and Neo4J in our infrastructure. We will expect you to make a recommendation of the data processing technology you would recommend we use after we brief you on the project.Experience supporting and architecting data models for distributed systems and large-scale applications. Independent, self-starter, strong communication, collaboration and mentoring skills
Entrepreneurial drive and demonstrated ability to achieve stretch goals in an innovative and fast-paced environment.
Excellent problem-solving and analytical skills
Ability to tune the data processing technology you recommend to improve performance and end-user experience.
Associates degree plus 5 years of experience in Computer Science or other related fields; or BS Degree
Performance Tuning, including documenting all requirements and steps for reference by the in-house programming team.
Benefits Package: competitive time-off package, competitive (employer subsidized) medical insurance package offered after the 60th day of full-time employment in addition to dental, vision, and life insurance, on-site fitness center, media center, indoor basketball court, full-service coffee bar, and many more office perks.
Salary:  Salary is negotiable and dependent on experience. Spherexx.com® is always looking for passionate developers who crave new challenges.                      
                ",1,"data science","Finance","bachelor",-95.992775,36.1539816
"387","Senior Python Engineer, Data","AdRoll","San Francisco, CA","Job description
                    
About the Role:
AdRoll’s Attribution Team is seeking a Senior Python Engineer to develop a data pipeline that is designed to clearly exhibit the value of AdRoll’s marketing platform and all it provides for the client’s bottom line.
You will be joining a ground floor effort driven by a team of engineers tasked with solving fundamentally meaningful technical problems that are of paramount importance to the company’s vision. You'll be tasked with architecting, collaborating and implementing solutions to technical challenges that will put you in a position to learn and grow.
Your mission will be to help build out and extend a massive data processing pipeline over hundreds of terabytes of daily generated data. You will work with AWS infrastructure and a batch processing framework to generate insights into how AdRoll’s advertising platform directly leads to customer purchase events. You will collaborate with our data science team to help them develop models against our attribution data set, and design engineering solutions to help bring their analytical methodologies into a robust production pipeline. If you are a backend engineer who loves data, and is passionate about machine learning, then this opportunity is the one for you.
At AdRoll Engineering, we value the freedom and autonomy we give to our employees and urge everyone to use a multitude of different technologies based on their interests. In this position, you have the chance to create, build, and own complex infrastructural pipelines.
Responsibilities:
Use Python to develop new data processing tasks, metrics, and reports
Help operating our highly-available data infrastructure
Help developing a high-profile, innovative product that will revolutionize the way how businesses attribute success to their marketing tech stacks
Make well-founded decisions on new technology and processes to adopt
Qualifications:
Computer science degree
3+ years working in software engineering
Experience with data processing pipelines
Experience with Python and familiarity or interest in Docker, and AWS
Bonus Points:
Experience with machine learning
Experience in a low level programming language and optimization
Compensation:
Competitive salary and equity
Medical / Dental / Vision benefits
Paid time off and generous holiday schedule

                ",1,"data science","Media","bachelor",-122.4194155,37.7749295
"388","Machine Learning Software Engineer","Expedition Technology","Sterling, VA","Job description
                    
Expedition Technology Inc. (EXP) is seeking strong candidates from junior through senior levels, with knowledge of machine-learning, deep-learning if possible, and a broad experience with robust cloud computing (e.g. Docker, AWS). Experience in some of the following areas is very useful:
Computer vision
Pattern recognition
Feature detection and estimation
Navigation
Radar
Lidar
Advanced image and video processing
Data science and analysis
A strong software development background is essential.
Successful applicants will support a range of programs and roles, potentially including a combination of conceptual R&D, product development, project management, team leadership, customer engagement and new business development. Occasional travel may be required. Candidates must have a Bachelor’s degree or equivalent in a relevant field of study.  Advanced degrees are strongly preferred.
U.S. citizenship is required for this position as is the ability to obtain a U.S. security clearance. Current security clearance preferred.
EXP is an employee-owned defense and aerospace technology start-up seeking scientist and engineers who enjoy taking challenging problems. We offer our employees the opportunity to learn, take risks, and benefit from the rewards. We operate a collaborative atmosphere and offer an outstanding benefits package.
EXP is an equal opportunity employer.  All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, disability or national origin.                    
                ",1,"data science","Aerospace & Defense","bachelor",-77.4291298,39.0066993
"389","ETL (Informatica) Developer","O'Reilly Auto Parts","Springfield, MO","Job description
                    
The Data Acquisition (ETL) Developer will design, structure, and develop Informatica data warehouse program logic. The Extract Transform Load (ETL) Developer is responsible for the programs required to extract, transform, clean, and move data and metadata so they can be loaded into a data warehouse, data mart, or operational data store.  In addition, he/she will lead the work of other ETL Developers and work closely with Data Analyst and Data Modelers to develop enterprise data integration solutions that promote re-usability and standardization.
Essential Job Functions: •    Design, code, and test major features, as well as work jointly with other team members to provide complex software enhancements for databases•    Collaborate with functional team and other team leads to create integration solutions •    Apply generally accepted programming standards and techniques to assure efficient program logic and data manipulation. •    Lead design and review meetings with all appropriate parties •    Ensure design, structure, and content meet performance guidelines; assist with test planning and testing..•    Develop detailed documentation including functional and technical design documents, test cases, support documentation, migration and installation steps, release notes, mapping documents etc.•    Provide high-level analysis and design reviews to solve conceptual problems and avoid duplication of efforts within the development group.•    Analyze the performance of current code as well as new code to ensure reasonable performance is met.•    Communicate with all levels of staff with regard to technical concepts and design in order to create the best product which meets all of the customer requirements.•    Communicate with project teams on problem resolution, design issues, and technical implementations.
Skills/Requirements/knowledgeREQUIRED:  •    5+ years of experience as an ETL Developer using Informatica Enterprise Integration Tools (within an EDW): o    PowerCenter 9.xo    PowerExchange 9.x•    Experience leading and developing medium to large scale Operational and Decision Support based Data Integration projects including Real-Time and Webservice based initiatives•    Extensive experience with SQL with relational databases (SQL Server, DB2)•    Experience with relational and dimensional data modeling•    Experience building and operating a data warehouse•    Knowledge of Data Profiling and Data Quality concepts and techniques  •    Critical thinker with excellent analytical and problem solving skills •    Advanced knowledge of industry standards/best practices surrounding all aspects of the Software Development Life CycleDESIRED:  •    Bachelor’s Degree•    Exposure to data modeling tools like Visio, Embarcadero, Erwin•    Master Data Management experience and Metadata Management experience•    Experience with Microstrategy                    
                ",1,"data science","Manufacturing","ms",-93.2922989,37.2089572
"390","Data Engineer, Data Warehouse","Komodo Health","San Francisco, CA","Job description
                    
The Data Engineering (DE) team is looking for a Data Warehouse engineer to help us architect, design and implement a scalable, reliable and automated Data Warehouse for the managing of all the data that drives our products. The ideal candidate will be comfortable going from the whiteboard design of a system all the way to the nuances of implementation.
This is an opportunity to join a growing company, and be a part of a team of folks accomplished in diverse engineering disciplines; focused on using the best of what lies at the forefront of technology and skills to address complex, real-world problems in the Healthcare and Life Science space. Some of the tools we use are: Python, Spark, AWS, Kubernetes, Docker, Postgres, Git, Airflow and Flask.
RESPONSIBILITIES
Design and develop state of the art data warehouses for the core data that drives our products.
Design and develop data models and schemas for our core data using big data technologies.
Work across multiple teams to automate and orchestrate the flow of data into our data warehouse.
Evaluate new technologies for continuous improvements in Data Engineering.
Produce high quality production ready code in an agile environment.
Collaborate closely with the product team to build new data features for our core product.
Work with the data scientists to implement data warehouse artifacts that would allow us to generate the data science .
Develop tools to monitor, debug and analyze the data pipeline.
Develop tools to automate, configure and operate our data pipelines.
Minimum
BS or MS in Computer Science or related degrees.
5+ years of relevant professional experience with demonstrated use of similar skills and technologies required.
2+ years of experience developing data warehouses using big data technologies like Hadoop, Redshift, Spark, AWS, etc.
Experience with...
Designing and implementing data warehouses using big data technologies.
Python, Scala or Java coding experience, proficiency with at least one of them is required.
Distributed systems for data processing tools such as Spark, Hadoop, Kubernetes, etc.
SQL and Relational Databases, like PostgreSQL.

You've been through the planning, launching and refactoring phases of data warehouses you have built.
A serious passion for data.
History of excellence and responsibility in previous engineering positions.
Ability to work as part of a collaborative team in a fast-paced environment.
Sincere interest in working at a startup and scaling with the company as we grow.

                ",1,"data science","Health Care","ms",-122.4194155,37.7749295
"391","Senior Java Developer - Spring","84.51°","Deerfield, IL","Job description
                    
We are a full stack data science company and a wholly owned subsidiary of The Kroger Company.  We own 10 Petabytes of data, and collect 35+ Terabytes of new data each week sourced from 62 Million households.  As a member of our engineering team you will use various cutting edge technologies to develop applications that turn our data into actionable insights used to personalize the customer experience for shoppers at Kroger. We use agile development methodology, starting with Big Room Planning bringing everyone into the planning process to build scalable enterprise applications.
Senior Java Developer – What you’ll do
As a Senior Java Developer with Spring expertise you will have the opportunity to design and build software products and features for both internal and external clients.  We are a team of innovators, continuously exploring new technologies that ensure 84.51° remains on the cutting edge of application development. In this position, you will be utilizing Java, Spring Boot, MongoDB, JSON, and SQL daily. 
Responsibilities
Take ownership of stories and drive them to completion through all phases of the entire 84.51° SDLC.  This includes external facing and internal applications as well as process improvement activities such as:
Lead design of Java and Spring Boot based solutions
Perform development of Java and Spring Boot based solutions
Perform unit and integration testing
Be a quality advocate
Provide mentoring to junior resources
Participate in retrospective reviews
Participate in the estimation process for new work and releases
Maintain and enhance existing applications
Bring new perspectives to problems
Be driven to improve yourself and the way things are done

                ""Skills & requirements
                        
Bachelor’s degree (Master’s degree desired) typically in Computer Science, Management Information Systems, Mathematics, Business Analytics or another technically strong program.
Understanding of Agile Principles (Scrum)
7+ years of proven professional Java development experience
5+ years using Spring Framework
2+ years using Spring Boot Framework
Proficient with automated testing (JUnit, Cucumber, etc…)
Proficient with VCS (Git, SVN)
Proficient managing dependencies of multiple projects (Maven, Gradle)
Proficient with performance tuning enterprise applications
Proficient with debugging enterprise applications
Proficient in SOA and/or Microservice design principles
Experience with RESTful APIs
Experience with CI/CD
Understanding SOLID principles

                    ",1,"data science","Business Services","ms",-87.8445119,42.1711365
"392","Computer Systems Researcher","National Security Agency","Fort Meade, MD","Job description
                    
Responsibilities





The professionals at the National Security Agency (NSA) have one common goal: to protect our nation.  The mission requires a strong offense and a steadfast defense.  The offense collects, processes and disseminates intelligence information derived from foreign signals for intelligence and counterintelligence purposes.  The defense prevents adversaries from gaining access to sensitive  classified national security information. The need to maintain our core Computer Science group is vital to provide the technical capabilities necessary to successfully execute NSA's mission. The increased complexity of supporting NSA's mission requires world class researchers, programmers, and developers who operate in teams in areas such as software engineering, reverse engineering, information technology infrastructure, high performance computing, data science, architectures, computer security, and networking in order to design and develop advanced tools, techniques, and systems.Description of PositionComputer Scientists design, develop, deliver, and/or operate solutions to hard computer science problems within a scientific framework. The solutions may arise in the forms of forensics and attack attribution, protection of critical networks, active systems warnings and indicators, active penetration into target systems, knowledge discovery of passive and active systems, or other computer science mission support. Computer Scientists are hired into positions directly supporting a research office, technical mission office or the Computer Science Development Program (CDP). The CDP is a 3 year development program designed to produce professional level Computer Scientists through an intensive, structured program of formal training courses and diverse work assignments.  The purpose of the Computer Science Development Program (CDP) is to develop a network of computer science professionals prepared to discover, design, develop, deliver, and operate solutions to hard computer science problems throughout NSA. Highly qualified early career computer scientists are provided opportunities for career broadening assignments and systematic development of knowledge, skills, and experience necessary to excel in the computer science skill field at NSA. Successful graduates of the program are expected to be agents of change in the Agency's adaptation to rapidly emerging and evolving technology in its mission space and in its approach to information technology management.   As a Computer Scientist, other responsibilities may include:- using principles, techniques, procedures, and tools to architect and facilitate the development of hardware solutions- applying software engineering principles to design and/or develop software applications- developing methods and applications for tools to exploit and analyze computer systems and network vulnerabilities- designing and optimizing algorithms, data structures, modeling, and analytics to solve real-world scientific problems





Skills





The ideal candidate is someone with a desire for continual learning and strong problem-solving, analytic and interpersonal skills who is able to: - work in a team environment - communicate effectively - handle multiple assignments- synthesize information to solve complex problems-- apply knowledge data structures and algorithms to software engineering problems- develop, diagnose, and/or operate complex computer systemsSpecialized skills and experience in one or more of the following is required: - Programming (low level, high level, parallel)- Computer systems research- Simulation/model development and prototyping- Software engineering - Hardware engineering- Computational science- Algorithm analysis and design- Reverse engineering





Qualifications





Salary Range: $68,586 - $85,464 (Entry/Developmental)*The qualifications listed are the minimum acceptable to be considered for the position. Salary offers are based on candidates' education level and years of experience relevant to the position and also take into account information provided by the hiring manager/organization regarding the work level for the position. Entry is with a Bachelor's degree and no experience. An Associate's degree plus 2 years of relevant experience may be considered for individuals with in-depth experience that is clearly related to the position.Degree must be in Computer Science (CS). Related fields (e.g., Engineering, Mathematics) may be considered relevant if the programs contain, at minimum, a concentration of courses in the following foundational CS areas: algorithms; computer architecture (not network architecture); programming methodologies and languages; data structures; logic and computation; and advanced mathematics (for example, calculus, discrete mathematics). Information Technology (IT) or Information Systems (IS) degrees may be considered relevant if the programs contain the amount and type of coursework equivalent to a CS major.Relevant experience must be in computer systems research; simulation/model development and prototyping; software design; programming; computational science; algorithm analysis and design; reverse engineering; and/or designing/developing computer or information systems, including engineering hardware and/or software.Salary Range: $79,334 - $105,663 (Full Performance)*The qualifications listed are the minimum acceptable to be considered for the position. Salary offers are based on candidates' education level and years of experience relevant to the position and also take into account information provided by the hiring manager/organization regarding the work level for the position. Entry is with a Bachelor's degree plus 3 years of relevant experience or a Master's degree plus 1 year of relevant experience or a Doctoral degree and no experience. An Associate's degree plus 5 years of relevant experience may be considered for individuals with in-depth experience that is clearly related to the position.Degree must be in Computer Science (CS). Related fields (e.g., Engineering, Mathematics) may be considered relevant if the programs contain, at minimum, a concentration of courses in the following foundational CS areas: algorithms; computer architecture (not network architecture); programming methodologies and languages; data structures; logic and computation; and advanced mathematics (for example, calculus, discrete mathematics). Information Technology (IT) or Information Systems (IS) degrees may be considered relevant if the programs contain the amount and type of coursework equivalent to a CS major.Relevant experience must be in computer systems research; simulation/model development and prototyping; software design; programming; computational science; algorithm analysis and design; reverse engineering; and/or designing/developing computer or information systems, including engineering hardware and/or software.





Pay, Benefits, & Work Schedule





On-the job training, Internal NSA courses, and external training will be made available based on the need and experience of the selectee.Monday - Friday, with basic 8hr/day work requirements between 0600 and 1800 (flexible).                    
                ",1,"data science","Information Technology","phd",-76.7267773,39.1137602
"393","WEYV Software Engineer","WEYV","Troy, MI","Job description
                    
Come join the WEYV team to make visible difference in the digital content streaming space! WEYV is an entertainment app allowing you to easily listen, read, and watch content, as well as share with others. We are looking for a motivated, enthusiastic and flexible Software Engineer who can design and develop highly scalable, maintainable software solutions. This is an exciting opportunity to make a difference in the next generation of digital content streaming platform and applications.
As a WEYV Software Engineer, you will contribute to the design and development of our database that is cloud native.  Developing faster, more reliable processes is how you will measure success.  Your communication with other engineers will help find the most efficient solutions to complex problems.
Responsibilities:
Build technology for the WEYV application and platform based on customer-driven and market requirements (aka “design solutions”).
Write and shepherd designs through the entire software development process, from requirements and use cases to shipping product (aka “write code”).
Apply best practices in software engineering, delivering projects on time, on budget, and with excellent quality.
Modify existing software technology to correct errors and/or improve performance (aka “fix bugs”).
Provide expertise to the support organizations as well as other software engineers (Code Reviews).
Requirements:
BS/MS in Computer Science or equivalent work experience.
Enjoys automating and optimizing critical processes.
Practical Core Java programming (OOP) and debugging experience.
Practical experience in SQL and query optimization.
Knowledgeable in RDBMS, ORDBMS, OODBMS and Column-oriented DBMS.
Demonstrated ability to learn new languages.
Comfortable writing developer tests.
Excellent communication especially in technical/design articulation.
Desirable experience in the following areas: Data Science, AWS S3 and RDS, Elastic Search, PDF and XML formats.
An Equal Opportunity Employer                    
                ",1,"data science","Business Services","ms",-83.1497751,42.6064095
"394","Full Stack Developer (React.js / Node.js) - R&D","R3PI","Roanoke, TX","Job description
                    
At R3PI, Solera’s R&D Team, we are a group of dedicated and disruptive innovators who are committed to building the future of Solera. We wake up every day hating what we did yesterday, so that we can do it different today and change the world around us. We operate like a greenfield startup environment and build our software incrementally, iteratively, and continuously (agile, kanban). Our playground consists of connected car, mobile apps, 3D, AR, image analytics, data science and things that don’t even exist... yet.
We pride ourselves on being uncommon. We seek individuals who are prepared to push and challenge themselves each day to do it right, better and different. You want to work in a collaborative team environment where accountability is demanding and rewarding.
We are seeking high-energy, versatile, and uncommon innovators who possess both the development skills and business acumen to operate at a hyper-fast and accurate speed. Our rapid innovation team is responsible for using the latest, cutting edge technologies to combine any and all global data, software, and services to create innovative concepts and solutions that will help our customers gain a competitive edge in the digital world.
How You'd Kick Ass:
Full Stack Development. You will be involved with server-side & client-side software development using the best tool for the job, whether it's Scala/Spark, Node.js, Swift, or even C++ to drive rapid innovation of Solera's products. You will write well designed, testable, efficient code to design and develop rapid prototypes and high-volume, low-latency applications, delivering high-availability and performance.
Cross-Functional and Able to Tackle Any Environment. You are an expert when it comes to software design, development standardization, and componentization/modularization. You are able to jump into other architectural roles where needed. You don't fit a cookie-cutter, job description – your diverse background and deep understanding of engineering fundamentals & best practices allow you to contribute to the team by any means necessary.
Passion for IoT & Utilizing Cutting-Edge Technology. You have a passion for Connected Home and IoT with a talent for 
Requirements:
4+ years of experience in a similar technology development environment
Strong Experience with Scala / Java
Strong Experience with Node.js 
Exposure to working in an agile environment
Experience with microservices architecture
Experience with Spark / Hadoop preferred
Strong Experience with both statically & dynamically typed languages
Proven track record of developing enterprise class REST web services
Experience with React.js and/or AngularJS
Experience with AWS
Experience with NoSQL databases
Experience with Native Mobile Development (Swift, Android) is a plus
Experience working with IoT applications is a plus
Experience building B2B and B2C solutions is a plus
Experience with Unity3D is a plus
Experience developing augmented reality applications is a plus
OpenHAB, Lutron, Control4, Just Add Power, SmartThings and other Connected Home technologies is a plus
Experience with Lambda, and Alexa Skills Set is a plus
Benefits:
Startup-like environment, international team collaborating across Zurich, Dallas, London
No MBA or academic egos; this is a meritocracy where you prove your worth by doing cool stuff -daily
Work with leading technologists of their fields, opportunities to learn and grow every day
Access to the tools and technologies you choose to get the job done
Cool office located next to Bellevue at Lake Zurich: a former garage including gym, shower, foosball, free drinks and snacks…

                ",1,"data science","Information Technology","bachelor",-97.2258483,33.0040126
"395","Director, Data Engineering","iHeartRadio","New York, NY","Job description
                    
Position Overview:
iHeartMedia has data problems, both big and small. This means managing extensive listening history from over 100 million users, music metadata on over 30 million tracks, data processing for 850+ broadcast stations, ad sales/impressions, subscription events, and targeted advertising campaigns. The Director who joins our team will impact how people listen to the radio, how the marketing and advertising industry can connect with our millions of listeners, retention/acquisition, and help drive important business decisions with a robust data platform.
We are looking for someone passionate about data to help define our data strategies, grow our capabilities, and build our platform team. The person in this role will be focused on developing the foundations for critical data products, including real time business metrics and analytics capabilities. The role requires managing a team vital in supporting and collaborating with groups including Data Science, Analytics/BI/Product, as well as our core backend API team.  We are highly focused on giving ownership and responsibility to autonomous teams, using the right tools for the job, and building flexible architectures.
 Responsibilities:
Provide day-to-day work management, technical guidance, strategic direction, problem resolution, and career path development for Data Engineering team.
Architect, design and implement scalable ETL and data processing systems to handle the big data ecosystem including data collection, processing, ETL and DWH.
Build real time capabilities and insight into product metrics to help product managers and BI/Analytics understand and optimize product features and guide product decisions.
Build internal Reporting and Analytics platform on top of our Big Data Lake.
Represent and communicate team capabilities and engineering priorities across the organization.
Contribute to the codebase, architect and design new systems, and participate in code review.
Manage data infrastructure, and strategic decisions, to grow and support the team as well as the organization as it relates to Data Platform.
Requirements:
Experience managing or leading small to medium sized engineering teams in a dynamic environment
Solid engineering background and understanding of programming languages such as Python, Java, Scala or equivalent
Strong understanding of SQL, experience with key databases such as Oracle, Vertica, Redshift, etc.
Deep knowledge of the Hadoop and the surrounding ecosystem.
Solid understanding of real time and batch data processing framework such as Hadoop, Spark, Flink, etc.
Proven track record facilitating and realizing product goals through effective communication across an organization.
Experience in continuous deployment and testing.
Experience with SQL/NOSQL systems such as MongoDB, Cassandra, Postgres, etc.
Bachelor’s degree in Computer Science or equivalent.
iHeartMedia is an equal opportunity employer and will not tolerate discrimination in employment on the basis of race, color, age, sex, sexual orientation, gender identity, religion, disability, ethnicity, national origin, marital status, veteran status, or any other legally-protected status.                    
                ",1,"data science","Information Technology","bachelor",-74.0059728,40.7127753
