"","X","title","company","location","html","label","desc"
"441",267,"Analyst I-II, Data Science","Are you passionate about improving the quality of healthcare? Are you interested in exploring a rapidly expanding universe of clinical data? Are you ready to leverage your talents to make healthcare better for everyone? Are you fascinated by the growing f...","Columbus, OH","https://www.careerbuilder.com/job/J3P0J56RMY6BBNCB4WW?ipath=JRG266&keywords=data&searchid=681eaef6-2a19-4eab-b532-60595ef056d4&siteid=cbnsv","

Job Snapshot



Full-Time


Healthcare - Health Services


Science


","

Are you passionate about improving the quality of healthcare? 
Are you interested in exploring a rapidly expanding universe of clinical data? 
Are you ready to leverage your talents to make healthcare better for everyone? 
Are you fascinated by the growing field of data science?
Then join the new Data Science & Advanced Analytics team at Health Services Advisory Group (HSAG) that is transforming the delivery of healthcare in the United States!
HSAG has been a pioneer in the field of healthcare quality improvement for over three decades, serving approximately:
25 percent of the nation’s Medicare population
46 percent of the nation’s Medicaid population
20 percent of the nation’s dialysis population
HSAG is nationally recognized as an industry leader in the areas of data analysis, measure development, and patient satisfaction surveys. We are in search of talented individuals that are interested in a career in analytics as an Analyst in HSAG’s Data Science & Advanced Analytics division. Together we can spread positive change to make healthcare better.  
UNIQUE BENEFITS
The Analyst also benefits from HSAG’s desire to grow its staff into the future leaders of healthcare quality improvement in the nation. New HSAG analysts are provided formal training in statistics, clinical epidemiology, SAS, healthcare data, and an assortment of healthcare-related topics. 
HSAG offers:
A comfortable work-life balance, including half-day Fridays and flexible work schedules.
Three weeks of paid time off and 13 company-paid holidays where staff leave two hours early prior to each holiday just to get a “jump start” on holiday festivities.
HSAG offers a competitive benefit package which includes, medical, dental, vision, tuition reimbursement, 401(k) and an employee stock ownership plan. 
DESCRIPTION
The Analyst is a key contributor to cutting edge analytic work that spans the broad spectrum of healthcare data projects at HSAG. Driven by intellectual curiosity and a passion for healthcare quality, the Analyst develops and executes innovative analytic plans that are intended to provide healthcare decision and policy makers with the necessary information to transform healthcare. The Analyst will also assist in designing a wide array of analytic studies and participate in all phases of the research design process. The Analyst will have at his or her fingertips a wide array of data types to facilitate data exploration, including:
survey
case review
medical and prescription drug claims
eligibility
clinical
electronic health record
operational
Details regarding potential project assignments will be discussed with potential candidates during the interview process.
ESSENTIAL COMPETENCIES, DUTIES, AND RESPONSIBILITIES
Serve as an integral part of HSAG Data Science & Advanced Analytics division.
Understand primary types of healthcare data and methods for approaching data assessments.
Evaluate a wide array of data types.
Conduct and interpret analyses, develop appropriate statistical models, manipulate complex databases, and track and evaluate patterns of care and outcomes.
Perform data validation, conduct analysis plans, and cross reference data.
Attend and participates in team training meetings.
Present and communicate project results to non-analytic staff members and customers. 
Represent HSAG in a professional manner at all times.

"
"442",268,"Junior Analyst (Data Analytics)","Kforce Finance and Accounting","Save Job","https://www.careerbuilder.com/job/J3P4P2692K1ST72TX2X?ipath=JRG267&keywords=data&searchid=681eaef6-2a19-4eab-b532-60595ef056d4&siteid=cbnsv","

Job Snapshot



Full-Time


$55,000.00 - $70,000.00 /Year


Competitive


Healthcare - Health Services


Finance


","
RESPONSIBILITIES:Kforce has a large multi-entity client that is seeking a Junior Analyst (Data Analytics) in Westwood, Massachusetts (MA).Summary:This role will provide strategic data driven analytics, supporting corporate operations. The duties of this role include data extracting, interpreting and analyzing data, process and operational improvements, and contact analysis. You will take on increasing responsibility over time and can grow into other areas of the organization.


REQUIREMENTS: BS degree in Business related field
 1 - 3 years of data analytics experience
 Strong Excel/Access skills
Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status."
"443",269,"Data Entry Clerk","Ultimate","View 17 more","https://www.careerbuilder.com/job/J3V7CS6W3LLFMFT36N6?ipath=JRG268&keywords=data&searchid=681eaef6-2a19-4eab-b532-60595ef056d4&siteid=cbnsv","

Job Snapshot



Full-Time


$14.00 /Hour


Insurance


Admin - Clerical


","
A company in the Medical Industry is seeking a candidates for a Data Entry Cler. This is a temp to hire position paying $14 an hour located in the city of  Orange, CA.Job Description: - Prepares source data for computer entry by compiling and sorting information; establishing entry priorities. - Processes customer and account source documents by reviewing data for deficiencies; resolving discrepancies by using standard procedures or returning incomplete documents to the team leader for resolution. - Enters customer and account data by inputting alphabetic and numeric information on keyboard or optical scanner according to screen format. - Maintains data entry requirements by following data program techniques and procedures. - Verifies entered customer and account data by reviewing, correcting, deleting, or reentering data; combining data from both systems when account information is incomplete; purging files to eliminate duplication of data.We are an equal opportunity employer.


2+ years minimum of proven work history in office or similar environmentCustomer service experienceAttention to detailExcellent communication skills written & verbal
"
"444",270,"Data Entry III","Kforce Finance and Accounting","View 6 more","https://www.careerbuilder.com/job/J3N7H868VMTCZ8TST71?ipath=JRG269&keywords=data&searchid=681eaef6-2a19-4eab-b532-60595ef056d4&siteid=cbnsv","

Job Snapshot



Contractor


Competitive


Retail


Finance


","
RESPONSIBILITIES:Kforce has a client in search of a Data Entry III in Richfield, MN. The successful applicant will be responsible for operating data entry devices, such as a keyboard or computer, to verify and input data.Major Job Duties and Responsibilities: Read source documents such as canceled checks, sales reports, or bills, and enter data in specific data fields or onto tapes or disks for subsequent entry, using keyboards or scanners
 Compile, sort and verify the accuracy of data before it is entered
 Locate and correct data entry errors, or report them to supervisors
 Compare data with source documents, or re-enter data in verification format to detect errors
 Maintain logs of activities and completed work
 Perform other duties as assigned


REQUIREMENTS: High School diploma or equivalent required
 5 to 7 years of related experience required
Skills and Competencies: Verbal and written communication skills, attention to detail, and interpersonal skills
 Ability to work independently and manage one's time
 Ability to accurately document and record customer/client information
 Previous experience with computer applications, such as Microsoft Word and Excel
 Completion of a speed and accuracy data entry test (may be required)
Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status."
"445",271,"Data Analyst I","Kforce Technology","Save Job","https://www.careerbuilder.com/job/J3S03Y6QY7VDP2FC684?ipath=JRG270&keywords=data&searchid=681eaef6-2a19-4eab-b532-60595ef056d4&siteid=cbnsv","

Job Snapshot



Contractor


Competitive


Retail


Information Technology


","
RESPONSIBILITIES:Kforce has a client that is currently seeking a Data Analyst I for their office in Seattle, Washington (WA).Overview:Our client provides companies of all sizes with an infrastructure web services platform in the cloud (-cloud computing-). With the company, you can requisition compute power, storage, and many other services - gaining access to a suite of elastic IT infrastructure services as your business demands them. They are the leading platform for designing and developing applications for the cloud and is growing rapidly with hundreds of thousands of companies in over 190 countries on the platform.They need creative, dynamic and results driven contract analysts to help us support additional business processes or functions during our peak Annual Account Planning Season. We're looking for a motivated self-starter who's passionate about managing operational processes and supporting both internal and external customers.Key Responsibilities: Retrieve and analyze data using Excel, Salesforce.com, and other data management / BI systems
 Hands on data mining and analysis to execute on projects
 Perform general data entry and data management
 Support weekly, monthly and quarterly reporting


REQUIREMENTS: Bachelors' degree required, preferably in Business, Accounting, or a related field
 3+ years of relevant professional experience
 Able to source, work with, and combine disparate data sets to answer business questions
 Strong attention to detail and excellent problem-solving skills
 Strong verbal / written communication and presentation skills, including an ability to effectively communicate with both business and technical teams
 Advanced skills in Excel
 Excellent working knowledge of SalesForce.com
 Ability to communicate effectively across all functions and levels of the organization
 Track record for being detail-oriented with a demonstrated ability to self-motivate and follow-through on projects
 Strong quantitative, analytical and organizational skills
 Highly organized, have multi-tasking skills, and efficient in ambiguous situations
Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status."
"446",272,"Business Process Data Analyst","Kforce Technology","View 1 more","https://www.careerbuilder.com/job/J3Q12C5YP82N7073HC8?ipath=JRG271&keywords=data&searchid=681eaef6-2a19-4eab-b532-60595ef056d4&siteid=cbnsv","

Job Snapshot



Contractor


Competitive


Healthcare - Health Services


Information Technology


","
RESPONSIBILITIES:Kforce has a client in Irving, TX seeking a Business Process Data Analyst.Summary:The Manager is looking for a Business Process Data Analyst who can modify existing dynamic webpages to handle the new and custom requests/requirements. This is a 6-month position but could go longer. The candidate will sit at the Irving site and the Manager would like the person to start as soon as possible. Working remote is not an option.Duties: Creation and implementation of a wide variety of Web-based products using HTML, CSS, PHP, JavaScript, and jQuery
 Participate in a team-oriented environment to develop complex web-based applications
 Take small projects through most phases of Software Development
 Modify existing code base to deliver new features
 Create new web apps when necessary
 Complete required Documentation and Testing
 Communicate well with others on the team to achieve the expected results
 Uses knowledge of software systems/databases/tools (i.e., Navigator, Reliability, IDEA, Lotus Notes, Cognos) to provide support and service for data/process analysis reporting and tool development
 Develop data queries based upon ad hoc reports required to measure effectiveness of business processes


REQUIREMENTS: Bachelor's degree in Statistics, Mathematics, Engineering, Computer Science, or equivalent work experience
 4-6 years programming/data analysis 
 Experience with relational database and reporting tools
 Knowledge of Field Service Operations and call management systems 
 Good attendance is significant in this position
Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status."
"447",273,"Data Entry / Banking Lockbox","Manpower","View 3 more","https://www.careerbuilder.com/job/J3W2LP61T5T8N723BJS?ipath=JRG272&keywords=data&searchid=681eaef6-2a19-4eab-b532-60595ef056d4&siteid=cbnsv","

Job Snapshot



Full-Time


Travel - None


Experience - At least 1 year(s)


Degree - High School


$13.00 - $14.95 /Hour


Credit - Loan - Collections


Admin - Clerical, Customer Service


Relocation - No


","
Data Entry 2nd shift $13.00 per hour, Mon - Fri3rd shift $14.95 per hour, Sun - ThurShift hours are based on production volume. (some overtime may be available outside regular operational hours)*actual shift start times and hours per week are not known until the client releases them to us shortly prior to start dates.This is a Data Entry clerical production role within a major financial institution just west of Sky Harbor Int'l Airport. Administer document management procedures for the capture, storage, retrieval, sharing, and destruction of records and documents. Coordinate and expedite the flow of work and materials within or between departments according to production schedule.Job Duties Include:Lifting up to 40lbsSitting and standing for long periods of timeAbility to meet production expectationsSkills:8000 kph alpha numeric, 95% accuracy or betterAble to work in a fast production environmentexperience in a data entry clerical or production driven work environmentFlexible to accept changeGreat AttendanceQualifications of a Successful Candidate Include:* 6 months - 1+ years of work experience in a data entry clerical production oriented environment.* Ability to follow processes and procedures while maintaining high attention for detail.* Flexible, punctual and adaptable are all extremely important traits.* Effective organizational and communication skills.* 8000+ keystrokes per hour (alphanumeric) 95% accuracy for Data Entry candidates.Additional Client Requirements:Client Sponsored 7 year Criminal Background, Credit Stability and Drug ScreenLegal resident of the United States of America for the past 7 years without any time outside of the US for more than 30 days unless military orders.You must be eligible for rehire with Manpower, having not been terminated from our services due to No Show/No Call issues, job abandonment or other policy violations. Orientation attendance and data entry assessment are required to be considered for this position - by appointment only
"
"448",274,"Data Support Analyst level IV","KellyMitchell","View 3 more","https://www.careerbuilder.com/job/J3M4S26WHD0811QW5DB?ipath=JRG273&keywords=data&searchid=681eaef6-2a19-4eab-b532-60595ef056d4&siteid=cbnsv","

Job Snapshot



Contractor


Other Great Industries


Information Technology


","
KellyMitchell matches the best IT and business talent with premier organizations nationwide. Our clients, ranging from Fortune 500 corporations to rapidly growing high-tech companies, are exceptionally served by our 1500+ IT and business consultants. Our industry is growing rapidly, and now is a great time to launch your career with the KellyMitchell team.Position Title:   Data Support Analyst level IV Position Summary: Create proposals for new GRC metrics on both a Business intelligence (trailing risk indicator) and Data Science basis (leading risk indicator); as well as through input from identified Company SMEs and stakeholders Develop and document hypothesis for new metrics, & estimate potential implications and consequences Ensure metrics are developed in alignment with the ITRM Strategic Goals and Objectives Maintain all GRC metrics in an automated and evergreen fashion Develop and maintain an indexed and searchable inventory of current GRC metrics with relevant metadata Ensure protection of individual and Company rights - comply with appropriate regulatory and policy guidance, including data privacy Confirm veracity of all the GRC metric information through research and data analysis/correlation Create and maintain presentation or visualization strategy for all GRC metrics suitable for senior Company stakeholders Report GRC metrics and status to ITRM management as required Collaborate with stakeholders as needed to further develop, test, and implement GRC metric enhancements
Required Skills/Experience:Strong IT, data analysis and/or data forensics capabilities and experience Experience working with large enterprise datasets and connecting them to build insights Strong data management and modeling skills including standard relational DB query language using technologies like SQL and PowerQuery Experience working with data visualization software Tableau and creating automated dashboards Demonstrated subject matter expertise in: governance, risk, and compliance (GRC) Working under a strict non-disclosure / confidentiality agreement Relevant educational background including computer science, computer information systems, or equivalent work experience Expertise handling sensitive subject matter as part of information security or GRC Web development experience using a shared/atomic design structure Strong oral and written communications skills – able to translate technical issues/concepts into insights for non-technical audiences including senior management or other stakeholders as needed Demonstrated subject matter expertise in information security (InfoSec) Experience with user behavior analytics and risk scoring programs Preferred experience addressing data privacy requirements Strong interpersonal capabilities with a proactive and collaborative orientation Extensive network of contacts in the GRC industry and field Able to influence without authority & work effectively across organizations/geographic boundaries Committed to learning and continuous improvement Strong organizational, coordination, planning, and interface skills Ability to adapt to tight deadlines, heavy workloads, and frequent changes in priorities

"
"449",275,"Business Engineer, Data Science","CCC Information Services Inc","Chicago, IL","https://www.careerbuilder.com/job/J3L5SW682LRKS6NBTM3?ipath=JRG274&keywords=data&searchid=681eaef6-2a19-4eab-b532-60595ef056d4&siteid=cbnsv","

Job Snapshot



Full-Time


$60,654.00 - $61,654.00 /Year


Computer Software


Information Technology


","
CCC information Services, Inc. is seeking a Business Engineer to work on the Data Science team to help formulate business use cases, turn data insights into business recommendations, and model the value of an insight. The Data Science team at CCC is currently working on some of the most important, strategic initiatives of the company. The Business Engineer role will be a part of the Data Science team and will contribute to a spectrum of projects with different business stakeholders. We are seeking a candidate who will bolster existing capabilities and suggest new, exciting changes and improvements. Responsibilities & Duties  You will join a skunkworks team to incubate, research and help develop predictive models based on CCC's unique data sets and input from industry experts. At the inception stage, you will observe and understand our customer's processes, then propose innovative ideas to improve and/or disrupt their processes. The research and development stage will involve testing hypotheses, undergoing exploratory analysis, and formulating statistical models (predictive, prescriptive, etc.) that can add business value. At the market introduction stage, you will also help design scalable algorithms that implement the models. You will also interface with product managers and software architects for deployment of the data product.Qualifications * Ph.D. or Master's degree in operations research, applied math, statistics, theoretical computer science, physics, or related field; experience in an analytical role as a data scientist, analyst, quantitative, actuary, etc. * Understanding and hands-on skills in advanced modeling: machine learning algorithms, probability, statistics * Expertise with the Python data science stack (pandas, numpy, scipy, scikit-learn, matplotlib, regex), expertise with R, and SQL/backend systems * 1-2 years of experience working with stakeholders within business analytics or advanced analytics capacity * Strong desire to understand existing business process, not afraid of disrupting old business process and propose new ideas, good at formulating a business question into one or a series of analytics questions * Superior problem-solving mindset * Business consulting experience a plusWhy Choose CCCWe promote a healthy work-life balance and offer generous benefit plans and resources designed with employee satisfaction in mind.What we value is simple - customers, employee commitment, collaboration and clear communication.We hire people who will embrace the company's goals and productively contribute in ways that help us serve the customer, innovate, and stay strong.We make it a priority to keep employees healthy, happy and enriched. * Healthy - Wellness programs and Perkspot/employee discount program * Happy - Recognition programs, a confidential employee assistance program, and flexible work arrangements such as staggered start times * Enriched - Tuition reimbursement, training and learning programs, and leadership development opportunitiesOur corporate headquarters is located in downtown Chicago within the historic Merchandise Mart-a certified LEED (Leadership in Energy and Environmental Design) building.CCC Information Services was ranked #15 in the Top 100 Digital Companies in Chicago in 2016 by Built In Chicago, an online community for digital technology entrepreneurs in Chicago.CCC is a great place to work. Join us! 
"
"450",276,"Data Entry Representative","The CSI Companies","View 3 more","https://www.careerbuilder.com/job/J3R6JL61VD83HXPC639?ipath=JRG275&keywords=data&searchid=681eaef6-2a19-4eab-b532-60595ef056d4&siteid=cbnsv","

Job Snapshot



Full-Time


Other Great Industries


Admin - Clerical


","
The CSI Companies is looking for a Senior Data Capture Associate for our client, a major health based non-profit, in Oklahoma City, OK. This is a short-term contract position and looking for candidates that can start immediately. The ideal candidate will be able to work 40 hours during the business week(M-F).-       The Senior Data Capture Associate is responsible for the daily data capture and submitting to export, from White Mail, and other data feeds, for its resulting delivery to all endpoint systems to include our accounting, Constituent Relationship Management, Image Repository systems and Depositary, Internal Ticketing Application or other vendor systems.-       Process all incoming donations and other data and submit it to export in a way that results in all data being sent to its respective endpoints while meeting our agreed quality & delivery standards. -       This position also assists Data Export and Data Capture Specialists functions as needed.Other Job Responsibilities: •Exhibit a behavior and general attitude that promotes, supports, and mentors the Shared Service Center's six core values; Focus On The Customer, Teamwork, Excellence, Integrity, Innovation, and Initiative. •Perform data entry tasks in all applications including, but not limited to, NHO White Mail donations, event donations, event forms, direct mail, and pledge contributions. •Perform data entry tasks into the Constituent Relationship Management application. •Perform staff training in all applications including, but not limited to NHO White Mail donations, event donations, event forms, direct mail, and pledge contributions. •Perform correction tasks on data previously entered in all applications. •Perform data correction tasks for entries that failed automated business rules application in both the Invalids and Staging Error Queues for all applications. •Perform batch & record reversal and correction tasks. •Maintain strong technical knowledge of applications relating to donations and document processing. •Maintain strong business process knowledge of all products and services provided by the department. •Maintain adequate knowledge of functional business purposes the department supports with its products and services. •Correct errors in FileNet. •Perform export/import functions for outsourced work, including work acceptance and audit tasks. •Keep their work area neat and orderly. •Support Data Export by posting batches daily to General Ledger in Lawson as needed.  •Support Data Export by researching and correcting error files returned from Lawson and Siebel as needed.  •Support Data Export by performing credit card donation transmittal uploads and downloads for payment, reversals, and reconcilement as needed.  •Support Data Export by managing the Customer Service/Verification inbox and working inbound and outbound exceptions as needed. •Research and analysis. Pay: $11.50-13.50/hr
How to Apply:Please send your resume in Word or PDF format to: [Click Here to Email Your Resumé]Copy and Paste the following job title and code and place it in the subject line of your email so we can identify the job: Data Entry Representative (#159413-MH2479)
"
"451",277,"Data Center Technician - 2 Week Project","A3 Solutions, Inc.","Save Job","https://www.careerbuilder.com/job/J8G0TN629SZJSDDNCFD?ipath=JRG276&keywords=data&searchid=f63260a0-89aa-4fc6-ad52-b761c70b0d9c&siteid=cbnsv","

Job Snapshot



Contractor


Computer Hardware, Computer Software, Consulting


Information Technology, Installation - Maint - Repair, Other


","
Data Center Technician - 2 Week Project
Redwood City, CA
Contract
Responsibilities:It will be for data closet and data center cabling. 
 There should be little to no in-wall wiring. 
 It will be 95% panel patching.
The ideal candidate must have experience working in a live data center/data closet. 
Must be able to follow instructions to the letter. 
Must have the physical ability and dexterity to wire a data closet and work in cramped spaces.
If you are currently available, and interested in hearing more please reply to this AD with current resume, and we will follow up. 


*A3 Solutions an Onin Group Company is an equal opportunity employer.
A3 Staffing Solutions 
972-247-4100
[Click Here to Email Your Resumé]




Data Center Technician - 2 Week Project
Redwood City, CA


Contract
Responsibilities:It will be for data closet and data center cabling. 
There should be little to no in-wall wiring. 
It will be 95% panel patching.
The ideal candidate must have experience working in a live data center/data closet. 
Must be able to follow instructions to the letter. 
Must have the physical ability and dexterity to wire a data closet and work in cramped spaces.
If you are currently available, and interested in hearing more please reply to this AD with current resume, and we will follow up.

*A3 Solutions an Onin Group Company is an equal opportunity employer.
A3 Staffing Solutions
972-247-4100
[Click Here to Email Your Resumé]

"
"452",278,"QAPI Data Analyst / LVN","Bienvivir All-Inclusive Senior Health","Save Job","https://www.careerbuilder.com/job/JHM6R3674RM7BV3N308?ipath=JRG277&keywords=data&searchid=f63260a0-89aa-4fc6-ad52-b761c70b0d9c&siteid=cbnsv","

Job Snapshot



Full-Time


Experience - At least 3 year(s)


Degree - 2 Year Degree


Healthcare - Health Services, Not for Profit - Charitable


Health Care, Nonprofit - Social Services


Relocation - No


","
Bienvivir All-Inclusive Senior Health (“Bienvivir"") is a community-based, participant-centered, comprehensive health care delivery program that advocates and promotes quality of life, optimum independence, and dignity for the frail elderly. Since 1987, Bienvivir has served the frail elderly population of El Paso, Texas by utilizing the Program of All-Inclusive Care for the Elderly model. Currently, Bienvivir provides comprehensive health care services to over 800 participants at three facilities in the El Paso area.

 
Bienvivir is currently accepting applications for the following position:

 
QAPI DATA ANALYST - LVN

 
General Description:



Under the supervision of the QAPI Manager, the QAPI Data Analyst is responsible for the creation and maintenance of excel databases and the collection, measurement, reconciliation, trending and statistical analysis of data appropriate for determining Bienvivir Senior Health Services outcomes and assisting and making recommendations to departments with corrective action plans that support improvement activities. The QAPI Data Analyst will work collaboratively with employees, contractors, participants and the general public to plan and implement initiatives that support improved organizational and participant outcomes. The QAPI Data Analyst will be evaluated by the QAPI Manager. 


 

Qualifications:



Associates
degree from an accredited University with current LVN licensure in the state of
Texas and a minimum of 3 years clinical experience. 


Prior
experience in use of Excel for creating and maintaining databases. Knowledge in
the collection, measurement, trending, reconciliation, and analysis of data. 

Previous
experience in quality programs (preferred)

Understanding
of Six Sigma methodology (preferred).
Bilingual
verbal and written communications (English/Spanish) desired.











Hours of work:

Generally, Monday through Friday, from 8:00 a.m. to 5:00 p.m. May require some extra hours, depending on business needs.


 


An Employer of Choice, Bienvivir offers eligible employees: medical insurance, a prescription drug plan, dental insurance, flexible spending accounts, life insurance, paid holidays, paid time off, a retirement plan, an employee assistance program, education assistance, and disability plans. 






Please visit our website for more information on how to apply at:


 


www.bienvivir.org/employment/


 


A COMPLETED APPLICATION MUST BE SUBMITTED FOR CONSIDERATION.





Bienvivir is an Equal Opportunity Employer / Affirmative Action Employer.
Bienvivir participates in the E-Verify program.


* As a condition of employment all new hires (and rehires) must satisfactorily clear a series of screening and background checks that includes, but is not limited to; references, criminal history search, employee misconduct registry search, employability status check search, exclusions lists search, drug testing, and other required checks. All new hires (and rehires) are required to satisfactorily complete the mandatory new employee Orientation Program and job-specific training. The Orientation Program may be delivered in a classroom setting, online, computer-based, using demonstrations, one-on-one, on-the-job, or in any other manner required.
"
"453",279,"AWS Big Data Hadoop Engineer-NYC-$160k","Frank Recruitment Group","View 5 more","https://www.careerbuilder.com/job/J3R4WB71V86GGMWRN5W?ipath=JRG278&keywords=data&searchid=f63260a0-89aa-4fc6-ad52-b761c70b0d9c&siteid=cbnsv","

Job Snapshot



Full-Time


Experience - At least 5 year(s)


Degree - 4 Year Degree


$150,000.00 - $151,000.00 /Year


benefits


Consulting


Consultant


","
A growing organization is looking for a Big Data Engineer that will be responsible for collaborating with the team to leverage Big Data technologies including (not limited to) Hadoop, Apache Spark, NoSQL, and more to develop analytics applications. Additionally, you will be a key member of strategy and defining the data pipeline in the near and distant future.Requirements:Advanced experience in developing Big Data solutions (Hadoop, NoSQL) in a large scale environment
Experienced in exploring technologies such as Hadoop, HBase, Spark, Sqoop, Pig or Hive
Knowledge of leveraging systems with Cloudera, Hortonworks, or Zookeeper
Strong data mining and data modeling skills
Programming experience in either Python, Java, or R
Strong communication and ability to link with senior management to drive business strategy via IT solutions
Previously held a customer facing role and ability to perform pre-sales and knowledge on technologies
Benefits:Health Insurance (Medical, Dental, Vision)
Paid Time Off 
401K with company match
Training & Development
New Facilities 
If you or someone you know is interested in this position, please send your resume directly to [Click Here to Email Your Resumé] or call 212-731-8282. My client is looking to start the interview process as soon as possible.FRG Consulting is a leader in Niche IT Recruitment with a focus on cloud technologies including Azure & AWS, as well as Big Data, Data Science and BI. We deal with both Microsoft Partners, AWS partners & End Users throughout North America. We have open positions and relationships with some of the top partners and end users throughout the US and offer some excellent opportunities in the BI, Big data space. I understand the need for discretion and would welcome the opportunity to speak to any Big Data and cloud analytics candidates that are considering a new career or job either now or in the future. Confidentiality is of the upmost importance. For more information on available BI jobs, as well as the Business Intelligence, Big data and cloud market, I can be contacted at 1-212-731-8282. Nigel Frank International is acting as an Employment Agency in relation to this vacancy.
"
"454",280,"Data Platform Architect-Manhattan,NY-160k-190k","Frank Recruitment Group","View 22 more","https://www.careerbuilder.com/job/J3S6MF65GS6VS2TYLSY?ipath=JRG279&keywords=data&searchid=f63260a0-89aa-4fc6-ad52-b761c70b0d9c&siteid=cbnsv","

Job Snapshot



Full-Time


Experience - At least 7 year(s)


Degree - 4 Year Degree


$160,000.00 - $190,000.00 /Year


benefits


Internet - ECommerce


Other


","
A growing consulting organization focused on Big Data solutions is looking for a Big Data Platform Architect to join their team. You will be getting to work with the most cutting-edge technologies on challenging and exciting projects! Travel is required for this position. Requirements:-Proven experience developing Big Data solutions-AWS experience (redshift,EC2)-Experience with Scala, Spark, Kafka, Storm, HBase, Kerberos, Sentry -Experience working with Hadoop ecosystems -Experience developing real time streaming applications -Background with Java, Python, C++, Scala -Experence with Unix & Linux is preferred Benefits:Highly competitive salary + bonuses-Opportunity to work with exciting and new cutting-edge technologies -4 weeks PTO-Full medical/health coverage-Amazing company cultureIf you or someone you know is interested in this position, please send your resume directly to [Click Here to Email Your Resumé] or call 212-731-8282. Interviews have already started!!FRG Consulting is a leader in Niche IT Recruitment with a focus on cloud technologies including Azure & AWS, as well as Big Data, Data Science and BI. We deal with both Microsoft Partners, AWS partners & End Users throughout North America. We have open positions and relationships with some of the top partners and end users throughout the US and offer some excellent opportunities in the BI, Big data space. I understand the need for discretion and would welcome the opportunity to speak to any Big Data and cloud analytics candidates that are considering a new career or job either now or in the future. Confidentiality is of the upmost importance. For more information on available BI jobs, as well as the Business Intelligence, Big data and cloud market, I can be contacted at 1-212-731-8282. Please see www.nigelfrank.com for more information. Big Data / Data Science / Hadoop / Big Data Architect / Scala / Java / Spark / Kafka / Storm / Python / C++ / Linux / Data Lake / Cloud / AWS / Data Warehouse / ETL / Power BI /Architect / Streaming AnalyticsNigel Frank International is acting as an Employment Agency in relation to this vacancy.
"
"455",281,"Senior Software Engineer/Data Scientist","SNI Technology","Save Job","https://www.careerbuilder.com/job/J3M6SM6XTX4G839PX04?ipath=JRG280&keywords=data&searchid=f63260a0-89aa-4fc6-ad52-b761c70b0d9c&siteid=cbnsv","

Job Snapshot



Full-Time


$100,000.00 - $200,000.00 /Year


Computer Software


Information Technology


","
Senior Software Engineer/Data ScientistCompensation is Open based on experience.Interested In a Industry Leading Information Security Start Up! Join one of the fastest growing Computer Software Startups in Boston. We are looking for extremely gifted Software Engineers to assist in building and maintaining backend web services. We are looking for more then just the average Software Engineer. We are interested in engineers with the computer science fundamentals to use a variety of technologies & languages and pick up new ones when needed. As a engineer, your mission is to deliver robust, high quality code in a continues delivery environment. You will work on a small, cross-functional Agile team to design & ship features and evolve their infrastructure. You will do this in development & Production environments writing code in Java, Scala & Python, and using technologies such as Jersey/Jetty, Scalatra, Flask, Docker, Hadoop/HBase, and Spark, all running in the cloud and delivered as a SaaS application.Backing our web services, our core data processing engine exemplifies Big Data. It already processes tens of billions of records daily; We are revamping it to be more scalable, in execution time, data volume and resource usage. We are improving our operational infrastructure & processes to support a rapidly increasing, global customer base and expanding data volume. We are continuing to introduce new features, enhancements and even entirely new products, by finding innovative, new insights in the ocean of data they ingest. We are looking for Engineers with great interest in Data Science that embrace the challenge of tackling large problems and want to construct the foundation that the engineering team will use for the next 3-5 years.RequirementsBachelors in Computer Science or a related field (PhD. preferred)
Strong in data structures, algorithms, and software design
Deep knowledge of at least one modern language. Your ability to pick up new concepts and ideas rapidly is more important to us than mastery of a specific language. 
Track record of consistently shipping products to customers
Ability to work independently yet collaboratively in a dynamic environment
Nice to haveExperience withMicroservice architectures, REST APIs and related technologies
Software development & continuous delivery in a SaaS environment
Public cloud platforms such as AWS
Technical project leadership
Cyber-security or information security
This is a Full-Time, Direct Hire Opportunity. Compensation is Open for the Right Candidate.
"
