"","title","company","location","experience","html","industry","desc"
"791","Senior Backend Engineer for Enterprise Systems (Java/Scala)","Zalando SE","Berlin, Deutschland","java scala api erp amazon-web-services","https://stackoverflow.com/jobs/153189/senior-backend-engineer-for-enterprise-systems-zalando-se?a=PneSKhtpuJW&so=i&sec=False&pg=4&offset=1&total=156&q=analyst","eCommerce","Job description
                    
The OpportunityZalando Retail Operations Engineering builds and runs the systems for hundreds of buyers, analysts, and merchandisers. Together, they purchase fashion from our suppliers worth more than a billion euro each season. Zalando aims to bring the best fashion selection to its customers and Retail Operations drives the availability of high-quality retail merchandise, the speedy delivery from our supplier and efficient operation at scale. The engineering teams work closely with their users to ensure that our systems offer the best support and user experience. Our microservice-based architecture allows us to support complex business processes while staying flexible and developing in small, dedicated teams. Practices such as Inner Source and Domain-Driven Design ensure that we are staying aligned between teams without requiring the one grand upfront design.Your Role
You create the technology that drives our business processes.
You develop a deep understanding of the business domain and its processes and share it with the team.
You drive the creation of system architectures that are flexible to support the evolving needs of business while ensuring high technical quality and operational stability.
You are keeping up to date with relevant technologies for modern enterprise systems and share your knowledge in the team and the larger Zalando tech community
You work in an agile environment and code with consistent quality that inspires your teammates
What You Can Offer
You are fluent in Java and/or Scala and relevant frameworks in those languages with at least 5-year industry experience.
You have developed enterprise systems (e.g. ERP, SCM, …) or Web Applications for complex business domains.
You have architecture experience and know how to design APIs and microservice based systems.
Your code is well tested and easily understood.
You follow a DevOps mindset. Experience with Cloud Computing platforms like Amazon AWS is a plus.
You like working in a team and you embrace agility.
You Benefit FromCommunity. Tech culture of trust and empowerment, open source commitment, meetups, game nights, +100 internal technical and fun guilds, tech talks, product demos, Coderdojos, parties, and events.Perks. Competitive salary, 40% Zalando shopping discount, discounts from external partners, public transport discounts, relocation assistance for internationals, free drinks, and fruits, hardware of your choice.Development. Tour of Mastery, extensive onboarding, personal branding support, opportunity to attend and speak at data science conferences and Meetups, and encouragement to publish work.Work Environment. Self-organized, autonomous teams and flexible working hours.Scale. Unparalleled levels of data and opportunities.
Want to join us? Then go ahead and apply!If you need guidance or have any questions about our hiring processes, please contact the Recruiter Rebecca Kurzbuch.                    
                "
"801","Golang Developer with Russian","SEMrush","Praha 4, Czechia","High response rate","https://stackoverflow.com/jobs/147749/golang-developer-with-russian-semrush?a=Ny7RpjcmWI0&so=i&sec=False&pg=4&offset=2&total=156&q=analyst","Information Technology","Job description
                    
EXPECTATIONS AND TASKS:
Writing a good working, qualitative, understandable and tested code;
Tool development together with team;
Implement good practices in product development;
Participation in the development of the application architecture.
WORK EXPERIENCE:
At least 1 year of programming experience on Go;
At least 3 years of programming experience in other languages;
Strong SQL knowledge, incl. PostgreSQL.
Experience in making architectural decisions for distributed systems;
Experience on teamwork on the product and general code;
Understanding the concept of relational and non-relational databases;
Understanding the concept of microservice architecture;
Ability to write multi-threaded programs, understanding the principles of multithreading;
SKILLS WE WELCOME:
Profiling applications on Go;
Experience with PHP;
Experience in building scalable distributed applications;
Experience with message queues, RabbitMQ, NATS;
Knowledge of Docker, Ansible, Puppet;
Repository on GitHub or articles in thematic blogs;
Fluent Russian;
English language (reading documentation);
WE OFFER:
You will be a part of a completely new team, help shape a new team culture and build expertise;
You will be collaborating with best in class experts from around the world;
Five weeks vacation, Corporate Events, flexible start / end of working hours, Individual budget for personal growth, Mobile Phone, Laptop, Contribution to sports, Education allowance;
Corporate training (workshops, seminars, visiting developer conferences);
Competitive salary (named individually), excellent co-workers and approachable leadership;

                "
"811","Senior JavaScript Engineer (A/B testing, Analytics, Data Processing)","Zalando SE","Berlin, Germany","javascript devtools https kubernetes amazon-web-services","https://stackoverflow.com/jobs/151971/senior-javascript-engineer-a-b-testing-zalando-se?a=OXUQEv9Tf3i&so=i&sec=False&pg=4&offset=3&total=156&q=analyst","eCommerce","Job description
                    
Zalando's Product Analytics department was established in 2016 to strengthen and support a data-driven culture and decision making by providing dedicated analysts to the teams, facilitating trainings and knowledge exchange. We aim to provide state of the art A/B testing, tracking data collection and analysis services. You can become a member of the engineering forces of Product Analytics department.
Our tracking services already collect and process more than 60+ billion monthly tracking hits and more than a trillion single pieces of information about our web and app users. Our A/B testing enablement service is one of the most heavily loaded with the plans of getting 10x load in the next year. Our process monitoring and process mining services are adding features rapidly and will become the bases for the journey modelling and attribution services already in 2017. All this infrastructure and services, are the key for our goal to make Zalando a truly data-driven company.
Tens of Zalando web development teams are rolling out, measuring efficiency, and monitoring performance of dozens of new features on our own Zalando Web Store and Zalando Apps daily. Simplicity of integration of our A/B testing and tracking services is key to Zalando's ability to continuously move fast and try out new approaches and ideas. You will be responsible for enabling web and mobile integration of our A/B testing and tracking services within Zalando's various development teams.
Your profile
Deep understanding of Web Browser technologies
JavaScript is the language you think, you are fluent in using and applying concepts like asynchronous programming, closures, types, and ES6.
Experience in writing JavaScript API frameworks
Passion and ability to ship high quality software on time
Strong computer science and algorithmic background
Excellent communication skills and fluent spoken and written English
Nice to have
Experience/understanding of Web tracking integration frameworks
Experience with A/B testing, analytics, data processing
Knowledge of Web debugging tools: DevTools, Charles, Fiddler
Awareness of cross-browser compatibility issues
Good understanding of communication protocols like IP, TCP, HTTPS
Understanding of authentication and authorization practices
Knowledge of Kubernetes, Mesos or other resource scheduling frameworks
AWS knowledge
Good understanding of basic data structures and fundamental algorithms/complexity, design patterns, object-oriented design and analysis
You benefit from:
Culture. Culture of trust and empowerment, open source commitment, meetups, game nights, +70 internal technical and fun guilds, tech talks, product demos, Coderdojos, parties & events.
Diversity. You will join a multinational team of passionate engineers of 10+ nationalities speaking 8 human languages
Perks. Competitive salary, 40% Zalando shopping discount, discounts from external partners, public transport discounts, relocation assistance for internationals, free drinks & fruits, hardware of your choice.
Development. Tour of Mastery, extensive onboarding, personal branding support, opportunity to attend and speak at conferences. You will be in contact with opinion leaders in diverse topics of software development.
Work Environment. Self-organized,  autonomous teams and flexible working hours.
WANT TO JOIN US? THEN GO AHEAD AND APPLY!!
If you need guidance or have any questions about our hiring processes, please contact recruiter Taryn Bonugli                    
                "
"821","PHP Developer (Magento)","WSM International","Saint Clair Shores, MI","php drupal wordpress magento2 magento","https://stackoverflow.com/jobs/82159/php-developer-magento-wsm-international?a=ryjXIX21rGM&so=i&sec=False&pg=4&offset=4&total=156&q=analyst","Cloud Computing, Cloud Services, Enterprise Web Solutions","Job description
                    
WSM is an established and rapidly growing technical services and solutions company, offering unlimited career potential for talented and motivated developers. We thrive in a casual, open, friendly and collaborative environment. Our work is rewarded with very good pay and an awesome benefits plan including health, term life, short and long term disability, 401k with company match (yeah!), dental, vision and flexible PTO. This is a full-time, 40 hour/week position.
We're looking for a sharp, motivated PHP Developer with good expertise with Magento. You'll create and implement a dynamic range of new web applications, and also maintain and develop a variety of existing applications. 
Develop in PHP, JavaScript, MySQL and HTML
Collaborate with team members as well as operate individually to develop complex web-based applications
Maintain existing codebases, to include troubleshooting bugs and adding new features
Gain an in-depth understanding of our customer's business goals and related system interactions
Work closely with others to define and clarify project plans, deliverables, expectations, scheduling and of course, functionality of applications
Skills & Requirements
Knowledge of the LAMP architecture and related concepts
3-5+ years working experience with PHP
PHP, JavaScript, MySQL, HTML, LAMP development/coding, MVC Framework (Zend or Yii), JavaScript Frameworks (JQuery, Dojo, Ext JS, or Yui), version control system (SVN, CVS, GIT, or Mercurial)
MySQL knowledge (write and optimize queries)
Understanding of Linux systems
Object Oriented PHP
Test Driven Development
Must possess strong database architecture and implementation skills with experience in efficient MySQL usage
Programming logic, good code-writing style and commenting are a must
Comprehensive understanding of HTML
Dependable and professional
Self-motivated, quick learner
Excellent communication skills (both verbal and written)
Ability to work independently, but also must work well with others
Ability to recognize tasks that need to be completed and willingness to take responsibility for them
Frameworks/applications experience desired:
Magento 1.x and 2.x
Wordpress
Drupal
Code Igniter
ExpressionEngine
Zend Framework
Mobile Development Applications
*Prefer Michigan based or Midwestern based candidates.                    
                "
"831","Senior Software Engineer","InfoPlanIT, LLC","Schaumburg, IL","High response rate","https://stackoverflow.com/jobs/153861/senior-software-engineer-infoplanit-llc?a=PBdmeowdQpa&so=i&sec=False&pg=4&offset=5&total=156&q=analyst","Business Intelligence, Data Analysis, Software Consulting","Job description
                    
InfoPlanIT is looking for a well-rounded, flexible, and energetic applicant who can take on different roles within our team.
The primary function is to maintain software applications for our customer base. Team members are required to thoroughly analyze customer’s needs and spec out requirements. Then, based on this analysis, develop a plan or design for how the application will function. The planning could involve several different work streams including, but not limited to, prioritizing user needs, developing programming specifications, determining timelines for development, implementation, testing, and documentation. The ability to both analyze systems and think creatively to come up with innovative solutions is crucial to our success.
The candidate will be working with a team which may include analysts, programmers, UI developers, and end-users. The team members may design new applications from scratch, modify existing ones, or find solutions to issues with either new or existing software.
Strong and effective communication skills are a must to explain the solutions to both customers and fellow team members. In some cases, team members may work alone on some projects requiring the need to be self-starters and have excellent time-management skills.
The candidate must be fluent in MS SQL Server administration and its limitations, as well as experts in 2/3 tier architecture and the programming language (T-SQL, SSIS) used to develop the lowest tier.
Technologies
Database: MS SQL Server (version 2012 or newer)
Source Control: GitHub
Database Development Tool: Red-Gate
Business Intelligence: SSAS and InfoPlanIT IVA and M1 Platform
ETL/Integration: SSIS
Reporting: SSRS
Methodology
Agile Scrum Model
SDLC
Required Experience
Minimum 12 years of MS-SQL development experience
Minimum 5 years as a software engineer
Minimum 2 years as a software consultant
Manufacturing knowledge is a plus

                "
"841","Webmaster","Reputation Institute 1","Cambridge, MA","hubspot html5 xml css php","https://stackoverflow.com/jobs/148848/webmaster-reputation-institute-1?a=NUYO4w5Lbck&so=i&sec=False&pg=4&offset=6&total=156&q=analyst","Management Consultancy, Market Research","Job description
                    
The Role
The Webmaster will be responsible for leading and delivering all aspects of the corporate website, including website marketing using HubSpot, search engine optimization, web design, and optimizing the user interface and user experience. The Reputation Institute web application environment is built on a responsive content management foundation with interactive member experience management architected into the platform. The individual will work very closely with marketing department to support Marketing Automation Processes.
Specific Responsibilities include:
Drive growth and targeted community engagement with website marketing automation strategies using HubSpot
Optimize the website visitor experience with best practices in web design, UI, and UX
Advance search engine optimization strategies to continue strong organic growth
Oversee day-to-day operations, maintenance and content development for Reputation Institute Corporate Global website
Coordinate, with identified content experts, the writing and production of select individual web pages, as well as comprehensive sites, to convey corporate information in a clear and visually appealing way
Perform quality assurance testing, website auditing, root cause analysis and optimization
Regularly evaluate competitors' and other sites to ensure system's site is current, informational, creative and best meets customer needs
Provide web technical leadership and manage the implementation, and assist with the development of CMS and keep up with technology advancements and trends
Make use of HTML5 or jQuery to generate interactive and engaging page elements to meet website application needs
Create and compress sound and video files for internet delivery, and create web-optimized PDF documents with active hyperlinks and menu bars
Work as part of a team to deliver solutions in an Agile fashion 
Professional Qualifications
This position requires Bachelor’s degree in Computer Science with at least 3+ years of experience of developing and managing corporate websites. This is a full-time position and candidates must be willing to work on-site at our Cambridge office during the work week.
3+ years of web design, web development and web administration leadership experience
Knowledge and understanding of website technology; HubL, HTML5, XML, CSS, CSS4, PHP, ASP.net, AWS, D3.js, JQuery, and JavaScript
Knowledge of SQL or MySQL Database queries and functions for custom web reporting and formatting
Experience with e-Commerce integration using Authorize.net
Understanding in Marketing Analytics, Google Analytics, Email Marketing, Content Management Systems, Online Survey Management, Member Management, Salesforce.com and Data Visualization
Experience with UX and UI best practices and responsive web design  
Experience with HubSpot
Self-starter capable of working successfully in a global company environment
Ability to work in the United States
An ideal candidate will possess:
Superior interpersonal skills including speaking and written communications
Language Fluency: Professional Level English (Required)
Willingness to travel if necessary
Legal ability to work in the United States
Compensation
The Webmaster compensation includes a competitive base salary, annual performance bonus and a comprehensive benefits package.  Reputation Institute is committed to diversity in the workplace and is an Equal Opportunity Employer.
For more information about the firm, please visit our website at www.reputationinstitute.com.
Please address all cover letters and resumes to Debra Sulser, VP of Global Human Resources, recruiting@reputationinstitute.com.                    
                "
"851","Senior Software Engineer - Market Applications","Bloomberg","New York, NY","c++ data-structures algorithm oop","https://stackoverflow.com/jobs/142763/senior-software-engineer-market-applications-bloomberg?a=LSshi2CFxja&so=i&sec=False&pg=4&offset=7&total=156&q=analyst","Data & Analytics, Financial Technology, News","Job description
                    
For over 30 years, our clients have relied on our core product, the Bloomberg Terminal, to access the data and analytics they need to make informed investment decisions. We absorb billions of data points from hundreds of financial markets every day. Our developers build applications that fuel the markets by providing intelligent analytics and transparency to level the playing field.
We share a passion for solving today’s problems by innovating for tomorrow. Our engineers write high performance, low latency and scalable code using proprietary and open source technologies to develop large-scale systems. We deliver real life solutions to clients across all industries by rolling up our sleeves and collaborating seamlessly.
You need to have:
3+ years of experience programming in C++
3+ years of experience with object-oriented design, data structures, algorithms and all phases of software development
An aptitude for analytical problem solving
We'd love to see:
Financial knowledge
The teams you could join:
Equity
We build applications to analyze market trends, compare and contrast companies, evaluate analyst predictions and refine investment ideas. For example, a client can see what Wall Street analysts believe the performance of a company will be, build an investment model from thousands of characteristics and then analyze the model's performance historically. Our platform delivers real-time critical insights and alerts based on our clients' current holdings. We use big data technologies on top of vast global data sets that span over 30 years. You'll gain a deep understanding of data modeling and processing, how to architect high-performance backend systems, and visual design.
Foreign Exchange
We provide market leading analytic functionality and award-winning currency pricing and data. Since FX trades are over the counter (bank to bank, not traded on exchanges), it is important for currency traders to have transparency into market prices. Our platform gives them real-time currency data and allows them to perform analysis. You will help develop high visibility applications for valuation, trade idea generation and discovery of various FX instruments and their best prices; you will also help us build high-volume, real-time pricing engines to provide Bloomberg's version of FX market prices.
Commodities
Our products offer transparency in supply, demand, and pricing of oil, power, natural gas, metals and agricultural goods. We track everything from hourly power transmission rates to 15-minute updates on ship movements. Technical opportunities run the gamut from architecting systems to designing databases to UI development. We track and manage the life cycle of millions of futures and options securities across 100+ exchanges around the world. You will help us build applications that make these securities discoverable to help our clients stay ahead of the markets in a very dynamic environment.
Economics
We put the fundamentals of global economies in front of hundreds of thousands of clients every day. You will help us build a platform to manage real-time releases of economic statistics coming from governments around the world. You will also have opportunities to develop analytics and visualizations of economic data to help users better understand the underpinnings of our financial system.                    
                "
"861",".Net / C# Application Software Developer","SWC Technology Partners","Oak Brook, IL","c# .net sql","https://stackoverflow.com/jobs/153834/net-c-sharp-application-software-developer-swc-technology-partners?a=PAEybdZ8eFG&so=i&sec=False&pg=4&offset=8&total=156&q=analyst","Agile Software Development, Cloud-Based Solutions, IT Consulting","Job description
                    
SWC Technology Partners is searching for full-time .Net / C# Software Developers, who are experienced and passionate technologists, desiring a full time employment role in which they can leave their mark on the business world.  If you desire to work for a company that challenges you as well as provides opportunities for growth, while working with other talented developers – then SWC is where you need to be!
Our software developers can expect to work with cutting edge technology, deliver high quality solutions across various local industries, and collaborate with a team working on holistic web development projects that range in size and scope, as well as receive continuous career development opportunities. This candidate will report to the Director of Software Solutions Group.



Responsibilities



Software Development: Perform hands-on customized development and unit testing of web based software solutions for our customers primarily based on Microsoft technologies, including but not limited to Microsoft .NET, Microsoft SQL Server and SharePoint
Software Design: Produce practical software and database designs that meet both business and technical requirements
Consulting: Gain a deep understanding of client needs and play an integral part in defining and proposing practical solutions to meet or exceed client expectations
Software Architecture: Participate in defining the software and database architecture for new solutions
Business Requirements Consumption: Ability to gain a deep understanding of written and verbal business requirements provided by other business analysts or customers
Quality Assurance: Actively participate in quality assurance, including hands-on system and user testing of the software developed when required
Business Requirements Gathering: Participate in client requirements gathering sessions and accurately document business requirements
Implementation and Support: Software deployments and ongoing software support
Qualifications



Bachelors degree in Computer Science or a related field from an accredited university
2 - 7 years application development experience, preferably in a consulting role (we hire at various levels of experience)
Experience with C#, Microsoft Development Platforms, SQL and SQL Server is required
Solid understanding of object-oriented programming (OOP)
Experience with Visual Studio, Microsoft MVC and entity framework desired
Experience writing and optimizing SQL queries 
Experience developing with SharePoint solutions is a plus
Experience with Java, Apex, PHP, JavaScript, CSS, or HTML is a plus
Strong written and verbal communication skills

Must be local to Chicagoland and open to local travel to client sites, if needed

Must have legal authorization to work in the U.S. for any employer
Perks of working at SWC:
Bragging rights – Check out our Awards!
Career development – formal mentorship programs with assigned career advocate to assist with your training and growth
Comprehensive health and dental plans starting on Day One
SWC pays for technical certifications
Flex time schedule
Free onsite gym, quarterly massages, yoga classes and fun group competitions and outings! 
SWC is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, gender, sexual orientation, gender identity or expression, gender transition, religion, national origin, marital status, age, disability, veteran status, genetic information, or any other protected status.
Keywords:  .Net, ASP.Net, C#, MVC, Java, Microsoft Development, SQL, PHP, Visual Studio, SharePoint, Java, Apex                    
                "
"871","Technical Specialist","CardinalCommerce","Mentor, OH","web-services c# c++ sql","https://stackoverflow.com/jobs/152460/technical-specialist-cardinalcommerce?a=P85fm8nDI0o&so=i&sec=False&pg=4&offset=9&total=156&q=analyst","eCommerce, Payment Network, Software Development / Engineering","Job description
                    
We are looking for a Technical Services Specialist to join our growing customer services team here at CardinalCommerce. This individual will work alongside our internal analysts to resolve cases for customers within integrations and performance of our product. This role is ideally looking for someone coming from a development background who is able to provide remote support to our customers and who is passionate about customer service. 
The Technical Services Specialist I provides support for issues and the collection, validation and interpretation of data and statistics. They will also analyze and consolidate performance data and statistics. They will work with Customers to resolve issues in integrations and performance. The Technical Services Specialist I will support the customer activation and customer support groups to contribute to CardinalCommerce goals and initiatives.
Essential Functions: • Assist with Customer activations • Support, debug and troubleshoot existing applications and/or database issues. • Produce and maintain reports (mainly SQL/MS Excel) to support data and KPI requirements. • Analyze transactional data for reporting and troubleshooting • Analyze large quantities of data to find trends or patterns of potential issues • Work with software engineering on issues that cannot be resolved to identify a root cause problem. • Support, maintain and document software functionality • Design or develop automated testing tools • Off hours on-call availability when required.                     
                "
"881","Senior Data Engineer  Work with SnowFlake!","HubSpot","Cambridge, MA","java amazon-redshift snowflake database sql","https://stackoverflow.com/jobs/153476/senior-data-engineer-work-with-snowflake-hubspot?a=PtcS1TXFtYY&so=i&sec=False&pg=4&offset=10&total=156&q=analyst","B2B Sales, Cloud Services, Marketing Software","Job description
                    
HubSpot’s Data Engineering team sits within our Business Enablement function and is responsible for our central, enterprise data pipeline, data warehousing infrastructure, and business intelligence tooling. We aim to provide scalable, reliable systems that our data analysts and other developers can use easily and sustainably.
Data Engineering is a close partner to our Business Intelligence team, which is chartered with making HubSpot smarter through enabling an ever-deeper understanding of our customers.
We’re looking for a senior data engineer to help us build world class data pipelines and warehouses to be ready for the company’s next phase of growth and our BI program’s next chapter. This is a mission critical dependency for all of our strategic data initiatives. We want to help analysts and users access and get value from data while minimizing the impact of any operational or system issues.
As part of our Data Engineering team, you will have the opportunity to lead the effort on building a modern, sophisticated data pipeline with hyper fast and hyper reliable performance, auto-scaling resource management, low latency, quality assurance, and orchestrated transformations.
Here’s what we expect strong candidates to bring to the table:
Top decile skills and experience in the data domain. We aren’t overly concerned with specific technologies, though we expect top decile professionals to know the industry, how it’s evolving, best practices, and what tools are good fits for what jobs. We want somebody to spend their time ramping up on our use cases, not the tech.
A significant amount of experience in a Senior or Lead role where you’ve been the decision maker for major architectural decisions around the kinds of data pipelines we want to build.
Strong Java development experience of data ingestion systems and data pipelines
A desire, and level of comfort, in working on mission critical projects from start to finish.
Exceptional communication and collaboration skills.
_________________________________________________________________________________________________________________
HubSpot is the world’s leading inbound marketing and sales platform.  Over 18,000 customers in more than 90 countries use HubSpot’s software, services, and support to transform the way they attract, engage, and delight customers.
A global company with offices in Cambridge, MA, Portsmouth, NH, Dublin, Ireland, Sydney, Australia, Singapore, Tokyo, and soon to be Berlin, HubSpot transforms how organizations market and sell. Through its unique approach to company culture, HubSpot has also redefined how people work and live. Our commitment to autonomy, flexibility, and transparency prompted the creation of our Culture Code, which has gone viral, amassing more than 2M views. Ensuring that our customers and employees are continually growing and learning has helped make HubSpot a Best Place to Work in the eyes of Glassdoor, Fortune, Entrepreneur, Inc. The Boston Globe, and the Boston Business Journal. If you are looking for a place where you’ll tackle big problems alongside some of the most talented and dynamic people you’ve ever worked with, HubSpot might just be the place for you. Join us! #inboundjobs
_________________________________________________________________________________________________________________                    
                "
"891","Software Engineer (Javascript, React, Python)","Broadway.com","New York, NY","javascript css reactjs html python","https://stackoverflow.com/jobs/146082/software-engineer-javascript-react-python-broadwaycom?a=MZsPJrSnpiU&so=i&sec=False&pg=4&offset=11&total=156&q=analyst","Entertainment","Job description
                    
Who we are
 At Broadway.com the result of your work will be seen and used by millions of people — tourists, theater lovers, students, groups, etc. Your creative and analytical efforts will play a role in their overall Broadway experience.
We believe in user-centered design principles. We employ the ""don't make me think"" user experience philosophy. We use our creativity to elevate the experience, and we test to validate our decisions to ensure the quality of the products we build.
From the technology side we use AWS, Django, ReactJS, Python, Swift, MySQL, Webpack, SASS…  among other things. Our team is passionate, professional, and all care deeply about our customer experience and the quality of the software that supports it.
We also go to conferences, offer plenty of learning resources, enjoy summer Fridays, and a handful of other fun things we hope to tell you about.
Who you are
You are a professional. You care about your work and how it affects others. You love to create.
You have excellent coding skills, commitment to web standards, and practice human-centered design principles.
You are an excellent communicator.
You are fluent with HTML/CSS/JS.
You know what BEM, OOCSS and SMACSS are, and why they are important.
You are very comfortable with Git or similar source control solutions.
You test your code across browsers, platforms, and devices.
You're able to work independently. While you're a manager-of-one, you also have experience working in a team environment.
You enjoy collaboration and the sharing of ideas and concepts.
You are able to quickly relay feedback from a design session or stakeholder meeting into a prototype, and continue to work with the team towards shipping the final design.
You have a passion for quality and an eye for detail. You obsess over the customer's experience and the usability of the product you are building.
What you'll do
If you were working for us, here are some of the things you may have done last week, among other things… 
Participated in product reviews with your team and stakeholders.
Deployed a new experience you’ve been working on that went through prototyping, and testing, but failed in a live a/b experiment… and learned from it.
Pitched a different implementation of a design deliverable you received by prototyping your concept.
Developed Javascript code that interfaces with an external API and handle the API response gracefully, creating an efficient and fluid customer experience.
Worked closely with a QA Analyst to review a bug in your code.
Reviewed how a new design fits into our existing UI library, worked towards reducing duplicate styles, removed extraneous elements, and kept your code lean and DRY.
Maintained the UI pattern library and updated existing, legacy code that doesn’t comply.
Worked within constraints of business requirements and timelines.
Created a git branch to work on a new feature.
Identified new opportunities to improve the customer experience.
Other front-end development related tasks as needed.
Tools We Use
Slack
Invision
Django
Javascript
ReactJS and Preact
Sass
Swift
Git
Jira
Amazon Web Services
MySQL
and many others…
To Apply
Include a link to any public code examples (websites, Github, etc) you may have.
Send a PDF of your resume to hire@broadway.com
* This is not a telecommute job. *                    
                ""Skills & requirements
                        
Nice to haves
Experience working on a Django web project.
Experience working with e-commerce applications.
Experience with MVVM or MVC frameworks (ReactJS, Angular, Backbone, etc)

                    "
"901","Software Engineer for Blockchain Services","AlphaPoint","New York, NY","c# .net","https://stackoverflow.com/jobs/142683/software-engineer-for-blockchain-services-alphapoint?a=LQN943yLSGQ&so=i&sec=False&pg=4&offset=12&total=156&q=analyst","Bitcoin, Blockchain, Financial Technology","Job description
                    
AlphaPoint is looking for a software engineer to join the team responsible for designing and developing our distributed-systems products and platforms, which power leading digital currency trading venues and permissioned blockchain solutions. Our software is built using C#, using custom messaging mechanisms over multiple transport protocols, with customized persistence and storage mechanisms, all optimized for high-volume enterprise-class real-time access-controlled transaction processing. In this position, you will work in every layer of the service tier (transports, messaging, framework, data persistence, business logic, …) and develop a rich understanding of both the system mechanisms and the application business domains.
As a key member of the software development and delivery team, you will:
Be part of a multi-disciplinary engineering team focused on delivering world-class industrial-strength distributed-systems software
Work with other developers, test engineers, analysts, and project managers to develop and deliver software products and solution implementations
Contribute to the evolution and enhancement of both our trading venue and blockchain platform product lines
Participate in solution development/delivery, using our products and platforms
Leverage Agile practices to incrementally and iteratively deliver high value
Analyze, design, code, and test software elements, with an eye for building functional, performant, scalable, solid production software in a timely manner
Prepare technical documentation and diagrams
Cultivate expertise in relevant aspects of target business domains and apply that knowledge to maximize technology value
Assist project and product leaders in making risk-managed planning and release decisions

                ""Skills & requirements
                        
Proficiency in one or more OO languages (C#/.NET strongly preferred)
Familiarity with distributed systems patterns and techniques (SOA preferred)
Understanding of multithreading and concurrency
Experience with sockets, WebSockets, and/or message oriented middleware
Experience with serialization techniques like JSON, binary, or protobuf
Experience building, troubleshooting, and debugging distributed systems
Knowledge of code profiling, optimization, analysis tools
Familiarity with BDD/TDD and automated testing
Commitment to lean programming style and aversion to bloatware
Creative problem solver able to consider and propose multiple alternatives, taking into account technical and non-technical trade-offs and side effects
Some experience with trading or post-trading systems, payment systems, or financial processing systems is preferred
Knowledge of Bitcoin, cryptocurrencies, and/or blockchain technologies is a plus
Strong verbal and written communication skills with ability to collaborate with both technical and business staff
Ability to meet deadlines and work well under pressure in a fast-paced team environment
Passionate about technology and problem-solving
Desire to learn about complex financial business domains
3-5 years experience building distributed, transactional software solutions

                    "
"911","Software Developer","WDD Software Solutions","Indianapolis, IN","sql c# jquery asp.net-web-api .net","https://stackoverflow.com/jobs/150342/software-developer-wdd-software-solutions?a=Oq2Ef8YqxIA&so=i&sec=False&pg=4&offset=13&total=156&q=analyst","Software Development","Job description
                    
WDD is seeking a junior developer to join our team. The junior developer will work directly with a senior developer to bring client projects to completion, learning WDD’s agile, built-from-scratch methodology along the way. Upon project completion the junior developer will serve in a maintenance role, completing minor feature additions, enhancements, and bug fixes.
Our new developer has a passion for coding, is energized by complicated challenges, is a great communicator, and can adapt to an agile, sprint-focused work style. They're committed to delivering only the best software and technology solutions, have character and a sense of humor, and can work both individually and collaboratively.
The WDD team comprises some of the top developers in the area—we are picky and for good reason. Our culture is important to us and maintaining it with the right people is key.
This position is located in our Indianapolis, IN office. Candidates must be authorized to work in the United States without requirement of sponsorship/Visa. 
Essential Job Requirements
Time Management and Organization — Ability to manage your own time and juggle several projects at once
Collaborative — Communicate and work closely with software testers, project managers, and a senior developer to understand development priorities, goals, and timelines
Quick Learner — Adapt to the coding styles of other developers; quickly learns new tools and technologies
Skills & Requirements
Bachelor of Science Degree
Microsoft SQLServer
.NET Web API
C#
jQuery
Proven track record of designing scalable, distributed software applications
Object-oriented design experience

                "
"921","Senior Software Engineer","Wayfair","Boston, MA","php c# java javascript mysql","https://stackoverflow.com/jobs/150443/senior-software-engineer-wayfair?a=Os8QX9laMzC&so=i&sec=False&pg=4&offset=14&total=156&q=analyst","Computer Software, eCommerce, Retail","Job description
                    
Wayfair’s Storefront team creates the websites and apps where people shop and get inspired. They’re used by over two million people every day. As a senior engineer, you’ll own implementation of specific features. You’ll collaborate with product managers, designers, analysts, and testers to create great experiences for our customers.
Some Example Storefront Projects:
Augmented reality room planning
Early flushing and HTTP/2 support
Password-free login using an emailed link
Search for products that look like photos you take
What Your First Month Would Be Like:
Writing thoughtful and performant PHP code.
Mentoring other engineers.
Planning and running sprints.
What Your First Year Would Be Like:
Cowriting your team’s roadmap.
Impacting conversations about Storefront shared architecture.
Ensuring the resiliency of features through the high-traffic holiday season.
Why This Job Might Be For You:
You care about technology, but you don’t care about it for its own sake. You’re not married to specific tools. You’re comfortable moving up and down the stack to solve problems.
You care about your team. You learn together and you focus on the facts to drive decisions.
You care about the customer. You won’t be happy if you’re blindly executing on specs.
*** This position is ONLY for on-site in our Boston, MA headquarters***
Wayfair does not accept unsolicited candidate referrals or resumes / CVs from third-party vendors, including recruitment agencies. Wayfair will not be responsible or liable for any fees or costs associated with such unsolicited submissions.                    
                "
